,Unnamed: 0,tweet,sentiment
1113,1113,اعلامي محترم يوسف حسيني طالب اعاد فتح تحقيق حريق مسرح قصر ثقاف بنون سويف,positive
1114,1114,حد بكاء يد حاول اغني عرف وطن منفي حاول اغني بكي,neutral
1115,1115,اخوان قران حديث شريف تعلم مبني مصنوع حجر دفاع قتل ناس رصاص مله,negative
1116,1116,استمر مرسي سياس عناد فاشله فرقه وحيد مخلوع مبارك احب قضي اجاز شرم شيخ,negative
1117,1117,علاء عبدالفتاح جزيره صراح عرف خالد اكسب الم افضل دعم مرشح ثوري بدل تفتيت صوت,neutral
1118,1118,قانون وجب ترك تقدير شخصي نفذ ايم نتر ضابط تقدير بلطجي قضاء مدني كفيل تحقيق عداله,neutral
1119,1119,صحفي صمت مؤسف قتل زميل اعتقال اخر اهان منع كتاب دور قادم,negative
1121,1121,تنويهالبرنامج عزيز مشاهد فاكر مؤدب هيتخدش حياء لفظ رجاء مرجع متصفح خاص بس ياريت,neutral
1122,1122,يكرهك نصفي نصفي ذايب عبدالمجيد,neutral
1123,1123,يوسفالحسيني استمع كلام بلتاجيفهو اراد الا تشويهخسيء خسا قومهسلام سادهالمحترمون,negative
1124,1124,ميغركيش الله اكتر اخوان عسكر مكالمه,neutral
1125,1125,طز,negative
1126,1126,بقوللك ايه محمد محمود مجلس عباسيه اتحاديه ابرياء وخاصمتم انسانيه حق اجل سلط,negative
1127,1127,النهارده مرسي قفص عرف محافظ سوهاج لس مسماش اكبر ميدان اسم شهيد حسيني ابو ضيف مانع خير يا,neutral
1128,1128,دبلوماسي محشي شب مقال شروق ياريت مرسي ابقي يد شعب وصف محشي شب ابقي طلع حاج,negative
1129,1129,شعب مصر عظيم شارع متتالي كلل ملل رفض انقلاب عسكر فهم سيسي مصر استسلم عسكر,neutral
1130,1130,قبطي معين مجلس شوري خان نفس وطن كنيسه رفض عرض اسم معين اتمني,negative
1131,1131,علم متبلم ناس ناقش فضل ضاني فقره معصره,negative
1134,1134,ما حدث مصر عكس ما كثير دليل وعي ديموقراطي شعب مرسي جاي شرط ما شعب,neutral
1135,1135,ذهب جحيم حرسالجامعي,negative
1136,1136,نفق عروبه واقف تمام اتجاه شاب اغني رقص عربي متضايق,neutral
1137,1137,عذب مفرده حياه اجمل اعطاء عذر غياب لان بشر تحدث تماس عذر صلاه الله,positive
1138,1138,غباء دمر نفس اعطي حياه اتخاذ اعلي ممارس فاشيه عنصريه افسد انتصار تبني اسلوب,negative
1139,1139,صوره شهاد زميل دال رضوان واقع اعتداء داخليه دبوس داخليهبلطجيه,negative
1141,1141,نصيح اتباع مرسي كف ناحيه هجوم مخالف تحويل ديكتاتور بتايدكم اعمي زاد,negative
1142,1142,اذكرافيهاتالثوره لقي خيم معتصم اتحاديه اتحاديه خمر مطهر مهبلي,neutral
1144,1144,بيان ذكر نص اثق اخلاق اخوان رفض تصرف افراد,positive
1145,1145,علمو ولاد مفيش حاج اسم تحريرسيناء بطل حرب سلام حمار سيناء هترجع حظ قرر عربي رجوع فلس,negative
1146,1146,موضوع تفصيل لينك عمل تعليق صوره خاص مقال مختلف تمام خلاص مفيش فايد,negative
1148,1148,ظابط جيش اهان اهل مدين شيخزويد الله ضرب كيماوي زي بشار فيديو كارث بيعملوه اجرام سيناء,negative
1149,1149,شائع فاش طير ظلام صاحب معاير مزدوجه ناشط ياسين اعلام رجل عمل موتور خارج كاذب,negative
1150,1150,ناس شيف حبايب الا عنيكي خوف تبعدي خب عليكي عمرودياب,neutral
1151,1151,مؤامره حقيقيه مصر اعاد انتاج استبداد اجراء متسارع نقل نائب رئيس مستشار جليل تعسفي رفض احتجاز ابرياء,negative
1152,1152,ايه علاق مرسي نصر اسلام اسلام مظلوم مصر,neutral
1153,1153,رمز سخريه,neutral
1154,1154,منطق حقير تبع جبان نفس قتل عارف عني امكن فهم,negative
1155,1155,ماتدافعش كذب مرض ده علاج فكر بطل عاش قطيع جماع شغل مخ شوي,negative
1158,1158,بلال فضل مصطفي نجار فاشي تعذيب سجن قسم شرط انقلاب كشف مصر ارتد عصر عبوديه فظيعه وصف,negative
1159,1159,محمودسعد اعلامي قذر اذاع فيديو خيان حمدين لم اسمع جيد لم لان اعلامي بل افاق منافق حقير,negative
1160,1160,ازداد ايمان حبيب يارب حمد امر ميسر حب,positive
1161,1161,اشاع امل ابرك هري نشر معرفه خير انسياق وراء قنبله دخان اعلامولن ضاع الله دم شهيد ظلل نتمثل سيره حلم,neutral
1162,1162,يومالمراهالعالمي تذكر ليلي خالد فلسطيني مناضل ضد احتلال اسرائيلي امرا خطف طائر,positive
1163,1163,تواجد خارج مملكه منع مشاركه تجهيز تيفو اعرف حجم تعب ارهاق يعانوه يارب ضاع تعب التراس,neutral
1164,1164,اعتبر اخوان سلم شاهد ضحيه اعتداء اخوان وحشيه ابرياء سراي وائل ابراشي اخوان مجرم,negative
1165,1165,كفاي تايملاين لس فاهم ابقي مشكله رد حاول سخاف ادب محاول فاهم لغ,negative
1166,1166,اتوقع وجود تذكره ايدي اتحاديه عرض سعر خيالي احدي حل ممكنه سداد دين مؤلم ايموشنموجب اهليالشباب,neutral
1167,1167,ارشح قياده شرعي جبههالنصره نيل جائز اوسكار تاليف مسرحي كتاب قص خياليه قصير ريتويت مؤيد,positive
1168,1168,تيار شعبي جبه انقاذ اكتشف اخير قيمه زمن انقلاب اعلان قانون تظاهر جديد,negative
1169,1169,محاكمه عسكريه,negative
1170,1170,لفت جميل عبد منعم ابو فتح زيار مفاجئ متطوع مقر حمل شارع رمسيس,positive
1171,1171,اخطرانواعالنساء خارجي حروري تجردن خلق انسانيه انوثه,negative
1172,1172,ابقي احب ندم ابقي حب قلب الله اعلم,positive
1173,1173,كتب احد سور جيش امتص دام قتل مصر عاني نفس ماساه,negative
1174,1174,حد ادني حد اقصي فسسسسسس,negative
1175,1175,شفت فيديو موتني ضحك قنا حافظ مذيع بلال فضل كاتب قافله بكي خرفان تسيرواخد بال قصد ايه شيخ رد قصد طبع,neutral
1176,1176,مؤسف تراجع رئيس وعد وعد رئيس مرسي مصر اصلاح تشكيل جن دستور هاهو تراجع وعد نقض عهد شيء معيب,negative
1178,1178,تخبط عادي حكومه رئاسه زياد الغاء ضرائب نفس ثبت ادني خط رؤي نضج,negative
1180,1180,عادي شاف حاط بس مو عادي شاف صبي حاط استرجل بطيتجبدي جربتالعقال,negative
1181,1181,ده حلم قديم بدا اقترب حقق لهكان مشروع مسرحي كام سن فنان سهير بابلي بس ماكتملش اسفيامسهل,neutral
1182,1182,عني ناس قعد انكر عري قعد برر مستني فجا انتفض رام انسانللاسف هندفع تمني غياب عدل بلد,negative
1183,1183,ضياءرشوان اسوا تولي نقابهالصحفين تامر مبكر عسكر مهد جو اعلاميه انقلاب شارك قتل,negative
1184,1184,مبرررروك عالمي جمهور نصرالهلال,positive
1185,1185,مثاب ضرب قاضي خاله شرعي,neutral
1186,1186,سيسيهايصالح احمد عز زين وهاياخد عيال ربي علشان تفرغ عيال تان جيشقتلرضا حاميهاحراميها داخليهبلطجيه مشيره,negative
1187,1187,فكرتني مقال كتب زمان تحليل غنو شيء صغر عذب هابقي اعاد نشر معصره عشان جيل جديدهتصبح خير,neutral
1188,1188,برادعي موقف انضف كثير توع اكبر قيادي سلفي ده تاريخ هتعرفوا راجل ما بيريلش كرسي,neutral
1189,1189,الله ينور يا عبد منعم ابو فتح الهي ما تنضام ابد احبك,positive
1190,1190,غضب هينزل ابراج سعود قريب اسيوط محدش يسالني حق امشي بقي,neutral
1192,1192,شريف امين ناس استحق شرف امان بل استحق ضعه خيانه عباس عقاد,neutral
1194,1194,بد توجيه تحيه حزب بناء تنميه جماع الاسلاميه تنازل نصيب تاسيسيه اجل احداث,positive
1195,1195,ضيف قناه تونسيه رسميه انفك لسان فجا نفس اصدق عمل تنفيس مهترف,neutral
1196,1196,يعتوا حريه عشان عاش تاكل بس دي استخسروها فيكوا غلاءالغاز بنزين هتقدروا فتح ئكوا,negative
1197,1197,مشكله انصار جدل عقيم مشكله حزب تيار اراد دستور رجعي نتقص حق حريه اسم خطر متوهم مخالف شريعه,negative
1199,1199,شكر يا,positive
1200,1200,بيضيتمثلفي عمل فولو ما اعمل باكي عمل انفولو,negative
1201,1201,فيفيعبدهالامالمثاليه كلم مثالي سب عجب طيب امشي يابن مثاليه ههههههههههههههههه زمن الله رجل,negative
1203,1203,قبيله منطق غربي ممتد داخل عمق ليبي متعاطف اسلام لم يايد مبارك عسكر ثورهيناير امكن لعب دور,neutral
1204,1204,مبروك,positive
1205,1205,ناقش قرار حكومه تحيز حج بلد بر نام بدريتيجي اطلاق عقيده اح مال بلد بر,neutral
1206,1206,يطبل خر عايزينه ابقي حمل سيسي راجل اجتهد صوابع رمتعن حازمعبدالعظيم تحدث,negative
1207,1207,الح بتاع تستبيح خداعي دي دائم اشوف صوره شراب شبيك سيجار مبسم وميك اقال غماز عير فاهم بقي,neutral
1208,1208,انتخبوالعرص ابناليهوديه امالمثاليه انقلابحلاوهروح انتخبوالعرص,negative
1209,1209,مرسيرئيسي مرسيرئيسي انتخبوالبرص انتخبوالعرص امل,neutral
1211,1211,ناس احب اسم يوسف نفع عمل معايا ده,neutral
1213,1213,جلاد انديه حاكم كره دائم ايموشنموجب تصميم ريتويت ريالمدريد كريستيانورونالدو,positive
1214,1214,اتهام محمد مهد عاكف مرشد سابق عمر قتل عمد اكد فبركه وصل مدي,negative
1215,1215,مسيره مظاهره مصر انقلاب عبا رفض شعبي علم عار حرض قتل قمع شعب احد هزم شعب,negative
1216,1216,ابراهيم عيسي حاكم اهم ازدراء اسلام عيسي قدم عميق دين توفر مرشد يزدري اسلام كذب زار يظلم يا بديع,neutral
1217,1217,اشار بذيئه يد اصابع علاء اسواني معارض فرنسا كشف معدن حقيقي ليبرالي انقلاب,negative
1218,1218,ابو فتح عمل مجموع رائع شاب ثوره احب تقودوني عمل عمل فريق جرح فين,positive
1219,1219,هدف استدعاء محامي بلد قضيه سياسيه دعم سياسي معنوي قانوني متهم مقصود اظهار مبارك بطل تحرير,neutral
1220,1220,شكر اهل صان حجر شرقي استقابلهم كريم عزوم بوري مشوي طريق تقي اهل فاقوس مؤتمر جماهري,positive
1221,1221,قارب سن ابشع مجزر تاريخ انساني فضاعتصامرابعه مليء حسره مزج امل صبر,negative
1222,1222,حازم ببلاوي طلع اخوانهههههههههههههههه ببلاوي اعتبار جماع ارهابي قرار,neutral
1223,1223,اتمني صباح تفكير عمل اجل نادي عظيم زمالكالافريقي,positive
1224,1224,افضل طبيب عالم قران كريم كثر شرب ماء نوم كافي ليل هواء طلق نقي,positive
1226,1226,عني بدل اعتذر توصيف زاد طين بله تشويه ناس دخل سجن مشغول بيزنس حوار دين,negative
1227,1227,مقال نقاب موقع شروق كتاب مصر دك احتياطي موضوع اراد فقط ابين سلك فاشي اختلف,neutral
1230,1230,يا منصب رفض منصب عرض قوله قوم دوري محتاج منصب ارحمونا رحم الله اختلف نزاه,neutral
1233,1233,غلطان يا عاوز اقف جنب,neutral
1234,1234,قضاء مصري اتي مرسي رئيس ما عني نتيج انتخاب رئاسه باطل قضاء سلط دوله مرسي دوله مرفوض,negative
1237,1237,بنزين غلي شعب هيوسع اح يا حكوم,negative
1238,1238,تفهواحدهمشكفايه مجتمع متحرش,negative
1239,1239,متهم بطل حاكم سجان جبان مرسي رئيس شرعي انقلاب ساقط محل,neutral
1240,1240,شاف عقل مفكره ما تحاور بعضهاده ايه حلاوه دي,positive
1241,1241,واناصغيركنت دايم اسو زي,positive
1242,1242,نهض غرور انانيه دعم نفاق,negative
1243,1243,موقع اتحاد مكتبه جامعه مصريهحاجه مبهر خدم عظيم باحث اضاف رائع محتوي عربي انترنت,positive
1244,1244,احنا شعب انتوا شعبعلي حجار راي احقر احط عمل فني تاريخ مصر,negative
1247,1247,ملاحظ غريب طالب شفافي تمويل انصار مرشح محدد ثار كال شتيمه مريب خذوني,negative
1248,1248,مخافه مسلم اخوان قل مخافه قبطي تواطؤ اخوان عسكري ما وصل ورطه طائفي قضي ثوره نهائي,negative
1249,1249,ناصبي مرسي اخر ليل استخدم مفرد شرعيه مره عقد شرعيه وصل حد عقد نقص شرعي قياد بحارنه زمان,negative
1250,1250,سيسي حارب سيسي حارب سيناء سيسي حارب دلج راجل ده خصص حرب مصر بس ايه,negative
1251,1251,اخوان عرف شعب شوي هيتعامل استمر نهج ارهابي متطرف,negative
1253,1253,خليكمتحضر معانحوالتحضر,positive
1255,1255,مفيش اسم,negative
1256,1256,كلب كلب امسك منصب فاكر ممكن تحكم تاريخ بلد دي ضاله مبارك سيناء نصر,negative
1257,1257,الحقيقهمباشرمصرانقلابيوليو اهالي عزب نخل فضح سيسي حمله عمل توكيل سيسي هندي,negative
1258,1258,قدم قضي مصر قوه مسلحه ارفع بذل تفاني اجل انجاح عمليه انتخابيه تامين اراد شعب انسي مصر,positive
1259,1259,مدرس عبد غفار محمد ابلغ شرط طالب كتب حائط سقط حكم عسكر قبض رجل اخر زمن,negative
1261,1261,بقي خول محمدعادل احمدماهر توع نشطاءالسبوبه حمدينصباحي عاوز اطلع كد عادي نكرم كمان اح,negative
1263,1263,رجوله وهبتني انوث مختلف اجملني صباح,positive
1264,1264,خلقجميل غض بصر,positive
1265,1265,تونس سوريافيالقلب,positive
1267,1267,ابرز نشاط انقلاب تطهير مصر عالم احرار شريف موهوب متفوق جامعه مدرسه,negative
1268,1268,انتقل ظرف نص ساعي تكذيب خطاب بنك مركزي النهارده اجاز بنك تحليل اثبات يايد كلام مرسيالا تنبهرون,neutral
1270,1270,ساذج صدق هجوم اعلام اسم يوسف اذكر هجوم عماد اديب لميس خيري تهديد مقاضاه حلق مره,negative
1271,1271,كلم مرسي موفقه طهران حيتم توظيف جيد داخل صراح ما اقدرش لام استغلال مكسب سياسي خارجي خد,neutral
1272,1272,طبع نفس مجله كلمه حلو مرسي زمان مشير حت وتكبيردلوقتي هيقولك مجل صهيوني عفن,neutral
1273,1273,اشتراك استفتاء بائس اعتراف شرعيه ما فعل مرسي باطل شرعي استبعد اخوان تزوير نتيجه مقاطعه شامله,negative
1274,1274,نفس اساس دوله بطش حقار مواطن دوله لعن حق,negative
1275,1275,توقفالواتساب,negative
1276,1276,علم اقصي اتي رجل احب شهاده احب متخاذل حياه فلسطين,neutral
1278,1278,ابتسامه لم فارق موت اللهم تقبل شهيد اسم صقر,positive
1279,1279,اخلع ملبس احمر ارتدي جندي موت يرحموك لم منع بريء انس طفوله قتل مذبحهبورسعيد,negative
1281,1281,اسرائيل دائم عدو امت جريمه دين اسرائيل دوله بوذي ارتكب جريمه ما تغير عداوه,negative
1282,1282,مافيش مقارن سعر بس معلوماتي نسخ هلال محذوف جزء رجا تاكد دهطبعا سعر هلال ارخص دار حكومي,neutral
1285,1285,اراجوز مالوش مكان اعلام عار مطلوب قطيع كرر ما سمع يتملي,negative
1286,1286,اعلام مظاهره صوره قناه مصر خالي هادئ طرطور مصر دفع ثمن باهظ مظاهره مين كذاب,negative
1289,1289,لغه تراث,positive
1290,1290,ما تحيش علمطب ريح كتب دستور انتو بتشتغلونا بقي سادهالمحترمون,neutral
1291,1291,رسال برنامج وحيده كشف تاجر دين كشف قناه فتن فد كفي تاني يتحرق برنامج مهم بلد,neutral
1292,1292,اتمني حقق رئيس مرسي وعد اعاد تشكيل لجنه تاسيسيه جنب مصر صراع دفع ثمن غالي بد تطهيرالدوله فاسد فل,neutral
1295,1295,محمودسعد حب راقص راس حود صبي عالم ومابيزعلش انكر كد خالص حود متصالح نفس تمام,neutral
1296,1296,نجيبساويرس تحكم نادي اهلي احمد سعيد رئيس حزب ساويرس نائب رئيس اهلي بدل محمد عبد وهاب صاحب تاريخ كبير,negative
1298,1298,بعيد خالص شان معنويه اعتا اساس غباء معتاد وقع مصيده تردد هيموتوا غباء,negative
1299,1299,حال شاور مستمر خطو قادم اجل توافق وطني حكوم انقاذ حمدين صباح ود برادعي,neutral
1301,1301,افل عبد شكور صلي الله سلم اخبر شكر دام نعمه وجد انسان سعاده حقيقيه شكر,positive
1302,1302,حمدين لقي سيسي سيب خليك ينايرالله يكسفك واطي اهبل,negative
1303,1303,استهداف مقر اخوان تيار شعبي وفد خط محكم اخلاء شقه تاجير مفروش,neutral
1305,1305,مشهد مذبحه داري عالم اكذوبه تمثيليه انقلاب صدق عالم,negative
1306,1306,ورق انقلاب ياس ثائر دعم خليج اسرائيل قتل اعتقال كذب اعلام فقيه شيطان,negative
1307,1307,ما اذكر مرشد شفيق مبارك نقد انفتح صفيحه قمامه انهمر شتيمه مقذع وجد تشابه طريق تفكير اخوان فل,negative
1309,1309,شاهد حاول حرق مصر مذبحه ضد مدينه عزل جندي ضابط ازال تحدث مبادارات صلح,negative
1310,1310,استقلال ازهر ضمان وطني حرص رفض هجمه شرسه ضد شيخ تقويض استقلال انتظر تحقيق نزيه معرف سمم جامع ازهر,neutral
1312,1312,تحي راحل عظيم محمد حسين فضل الله علامه مقاوم محور متسامح المجتهدالمجدالمجدداللبناني فلسطيني عربي اسلامي انسان,positive
1314,1314,عجز حكومه مصريه متواصل تعامل فاعل ازمه اخفاق ادار ملف مفاوضه صندوق شفافي,negative
1316,1316,برلمان مشكوك شرعيه انتخب جن نصف محايد وضع دستور مصر اغلبيه دستور مصدر سلطه عكس متاهه مستمر,negative
1317,1317,ابو فتح تحرير حوار قوي,positive
1318,1318,حياهجميله استخدم اداه سعاده امل فالالحسن ايجابيه ايمان قضاء الله قدر خير شر,positive
1319,1319,شاهد حل برلمان انقلاب مسير ديموقراطيه,negative
1320,1320,سي سيجنايات شبرالخيمه قضي معاقب سارق سيار قيادي محمدالبلتاجي سجن شغل شايف تعريص ساخ,negative
1322,1322,قناه ديني قاهره اتقفلوا مبارك قانون رض اعاد نفس غلط تحقيق بس قفل قنا ده غلط,negative
1323,1323,خلقجميل تحسن معامله اساء يك,positive
1324,1324,انعي مصري عربي مناضل زكريا محي دين ثائر رجل دوله حجز مكان انصع صفحه تاريخ معاصر رحم الله الهم صبر,positive
1325,1325,انتخاب الاخيره اختيار كلا مر,negative
1326,1326,سعيد ما انجز شاب اكاديمي داعي معاصر سيناء التف اهل سيناء,positive
1327,1327,اعتقال فتاه رفض انقلاب اجراء اختبار حمل تصرف عكس ضاع انقلاب خس ينفذونها,negative
1329,1329,ناس غاوي دب كمان خاف فيديو متفبرك تمام مندوبتنا ليسيه حريه مادخلتش لجنه بس حركه مفضوح,negative
1330,1330,فكر رائع عمل ترتيب ابعت منشن عشان نشر رجاء عمل قسم خاص حمل ارباع مخرومه استحق اداره,positive
1331,1331,فودافون عباطه ايدي,negative
1333,1333,ادرك انقلابي عالم يري نظام سيسي راي عادل الهام شاهين ياشرفاء مصر انقذ مصر امتلك مفتاح انهض,neutral
1334,1334,خر خاطر نوم اكبر جريم حق ثوره حق مصر حرم نفس فرصه حقيقيه دفع شهيد ثوره روح اجلهاو,negative
1335,1335,يا مرسي يا خاين يا عميل عيال امريكي قتل,negative
1336,1336,حب يا زمالك,positive
1337,1337,كلمه يا ود احب تمرد شغل نصيف بامانهلكن قت معرصهف ما حدش اخوان شكك توقيع نقطه,negative
1338,1338,رئيس حمل تعبير بدا اغلاق قناه مصدر صحيفه سند قانوني معني هاجم اخوان اغلاق,negative
1340,1340,اشتم قل ادب كمان كمان خلي تعرف اخلاق اخوان اخوانجماعهارهابيه الاخوانقتلواماريومياده اخوان,negative
1341,1341,غشيم فعل يا هيموتك يا هيزنقك مات اخطر خصم حقيقه,negative
1342,1342,مصر قتيل طريق حد عمل حاج,negative
1343,1343,اعتقد ثوره مصريه انحسر انتهي حلو ترديد ثوره لم تغير ناس,neutral
1344,1344,محمد شرد لم هز سباب وجه عمرو اديب مرسي لم هز حجم تحريض قتل الاف مزعل انقلاب احس,neutral
1347,1347,احاول اتعاطف رمي خيانه كفر استخدم دين تحريض ناس عرض اسر خطر شكك ناس ديني طب ازاي,negative
1349,1349,ما حجم ماساه تحرك شعور مسؤول احساس انساني سلط ظهر احد خاطب شعب شجاع مصداقي,neutral
1350,1350,امكن الغاء اعلان دستوري ابقاء مضمون اثر مترتبه ابقاء استفتاء موعد لماذا لايحترم مرسي ذكاء,negative
1352,1352,ماحل شعار مدافع ياقنرررزز ارسنال,positive
1354,1354,يلانحفلعلياحمدادم رد هشتاج رد باسمطلعحرامي,negative
1356,1356,قلب عشق مليح تحتار تدلل تذلل اهوي ملح لقي صد عربي اقلب فندق ههههه,neutral
1360,1360,رجوله تهزء يعاكس متعرفهاش,positive
1362,1362,رحم الله سلام احمد سلام قلم ضمير انسانيه تسامح حب مساواه تعلم كتابه كثير افتقد مصر حظ صعب,positive
1363,1363,شعب انقسم انقلاب جزء اقلي غني اغبياء انقلاب اغلبي شريف فقير هدا الا اسقاط,neutral
1364,1364,صدق لاتستطيع شراء اخوان لان قوم اسعر لايبيعون اخره دنيا لايرضون بغيررضي الله بديل الله درهم طوبي انصافالاخوان,positive
1365,1365,رفض طعن ضد شفيق دل دفع رئاسه تزوير وجب تستدرج ثوره معرك معروف نتيجه سلف بد عزل شفيق محاكمه,negative
1367,1367,فودافون رايح مصنع كرسي ود قم استهبال علمي,negative
1368,1368,رباعي انقلاب ود ربيع عزباوي عطي ضيف قنا جزيره مباشر اتمسح ارض دولار حطو جيب,negative
1370,1370,لس يا كلب لسان طالع لس خطف شارع طلعتحرب,negative
1372,1372,كتب انجليزي عشان يستقوا خارج مافيهاش مشكل عمل كد ابقي عميل,negative
1373,1373,اعرفوهم انقلابمصر يسقطحكمالعسكر داخليهبلطجيه حريه ابراهيم محمد حسين سن طالب قاهره شمس,negative
1374,1374,توفيقعكاشه هيف ولي ناشف امال درديري بتاع دي يافلاح ميت غرق ياحماررر,negative
1375,1375,كسر حاجز خوف دستور اجهض حق حريه دستور اسقط غد قوه اراده,negative
1376,1376,ياجماعه اقترح اسم برنامج اجمل رنوش عمر موافقني عمل ريتويت مولدالاعلاميهالساحرهرناسماحه,positive
1378,1378,اسال برادعي فعل عراق باسمطلعحرامي,negative
1379,1379,توفيق عكاش عرص انتخبوالعرص,negative
1381,1381,بيان جيش واضح مجال حديث انقلاب عسكري الا كذاب اخوانمرسي استهان شعب قرر رئيس عشير فقط اسقط شعب,negative
1382,1382,خطور تصويت امن شفيق تاكد حدوث سلاح استعمال اتي نتيجه مرجوه تزوير صندوق واجب تحقق فور,negative
1383,1383,فتن منيا اثبت حاول عبث وحد بلد محمي الله يقظ ابناءهتحقيق فوري عدال ناجز اطمان شعب دوله قانون,neutral
1386,1386,سيسيرئيسي تصريح اخيره حامد صباح تاكد كائن بشري عادي كائن فضائي وسيعودلهيئته فضائيه ما,neutral
1388,1388,حد حلال عمل فيديوه توع ناس جنب عشان ابطل مغالط ده نفي فيديو تانياتفضلوا فيديو هوي,neutral
1389,1389,,neutral
1391,1391,مصيبه تقرب احسن نعمه تنسيك فضل,neutral
1392,1392,عسكر سيطر ظلم اتجبر شر حضر حد زي فراخ حريم يتشطر عسكركاذبون,negative
1393,1393,شعبيردتحيهالرئيس انتخبوالعرص مصرالليله انصافالاخوان يمهلولايهمل مرسيرئيسي اشتونقاتله,neutral
1394,1394,نزل لواء مكتب قاتل عصابه ارهابيه وسط جندي فيستشهد دليل شجاعه تفاني حماي بلد رحم الله شهيد لواء نبيل راجي,positive
1395,1395,رحم الله جمال اتاح مكتبه ضخمه عباسيه شب حرص مساعدتهمالمكتبه عنوان شارع جيش قاهره اتمني عمل,positive
1396,1396,دعاء خالص صادق رفع سماء جلب خير اتي فرج ازال يا,positive
1397,1397,سر نشا سيسي داخل يهودي قاهره جمهور سيسي انتخبوالعرص سيسيهودي مصر انقلا,negative
1398,1398,صعب ابع حاج تان وهريتويت مثال راسماليه فاشي ده معا,negative
1399,1399,اقدر اخلي جنب طول,positive
1400,1400,انقلاب قتل سور بحر دخل الفلسطينين جو مصري ذاق صنف,negative
1401,1401,يا مقرف ده محجب تحرش دي لابس درع حرب عصر وسطي حيتحرشوا خوذه عيب يا معفن,negative
1402,1402,قاوم شوكه حلق تنين ارهب دبابه عزل سكين جنين,neutral
1403,1403,فرقه محل فاتح تبيع اكسب محيط عدويه خلاف محل,neutral
1404,1404,تحي تقدير لور اسحاق ابقي دائم رمز شجاعه وطنيه انكار ثوره مدين كثير,positive
1405,1405,حارق دم مدعو عدليمنصور مصدق نفس رئيس,negative
1406,1406,ادعي اتفاق قوي اسلاميه ليبراليه يساريه تداول سلط التزام مبدا شريعه اسلاميه مصدر اساسي تشريع,neutral
1409,1409,قافله سار كلب تردح,neutral
1411,1411,ناخد رسول صلاه سلام قدو ما يشتمو كمان شتم تفتكر زمان وذين,neutral
1413,1413,توافق اخوان قتل ناس تعذيب احراق كنيسه تخريب بلد يعتبرو شامتالدم مصري حزن اخوان مجرم,negative
1414,1414,شريك شفيق مشروع رئاسي فاشل عيب تعاون مفضوحتزويركما فج,negative
1415,1415,مؤمن اخو شعار زعيم اردوغان منظر اروع مرسيرئيسي,positive
1419,1419,ما كتب حمل تمرد انهمر شتيمه اخوان عصب متعب تدفق توقيع سحب ثقه مرسي هزم ثوره خنتموها,neutral
1422,1422,الله يانجم وحيد ما اغني مصر صدق حمي مبروك عيدتحريرسي,positive
1425,1425,حقار صحيف فجر فجور علاء صادق اشتري منزل كره اتخذ قطر وطن كذب تنفس,negative
1426,1426,زاهر ده كنز كنز مصر علاء جمال مبارك وراء نجاح دور حوض نيل,positive
1428,1428,شاب معني باسمطلعحرامي برادعيطلعجاسوس,negative
1430,1430,مصر دوله ناس بس زمن معاكس مادهلاولي,neutral
1431,1431,حد افشل رئيس كذب اخلاف وعودكثير سمي ثور مضاد بيحترموه وبيتمنوا نجاح استبد,negative
1432,1432,ختام اكتشف شاب قريب دم استخدم ورقه تفاوض ضمان مكسب جماع ماليه استمرار بقاء قياده كرسي ملطخه دم,neutral
1433,1433,قاد انقلاب حكومه داخليه اعلام اتهم اخوان استخدام دين ناس استخدام,negative
1434,1434,سواق ميكروباص مؤدب,positive
1435,1435,تشدق دستور,neutral
1436,1436,جاوب يا حمدين ده سيسي مجرم ساحاكمه سيسي قائد عظيم احاكمه جحمدين عبيط عمر ما,neutral
1438,1438,حمدينعاوزيحاكمالسيسي دا كلام ياناس ده اتفاق حمض اخوان مصيب استبدل اهبل عبيط سانتخبالسيسيومشهنزللمستواك,neutral
1439,1439,فن ارقي فن عالم تعلم حبيب مصطفي فن تجميع قلب تعالي تعرف فن ده,positive
1441,1441,كابوري لبان يوسف رجل معني كلم شاب جدع درو اكمل لنتركعامهقائدهامحمد,positive
1442,1442,جاز مصر ثوره حرم وطني شريف حق سياسيه سواء حكم ظالم عهد بائد دعاوي احتاج توثيق,neutral
1443,1443,خف راجل يا جماع ده كد بقي خلاص سامي هينام,neutral
1444,1444,شكر تقدير حكوم ببلاوي تبادل دعم مشروع مصر اماره,positive
1445,1445,سياسه شرعيه عمل سلفي بلد حرم مزور مكذوب اسلام وان صفق كبير عالم اتحد,negative
1446,1446,اتهم عصام عريان حزب حريه عداله احداث فتن قتل اصاب مصر,negative
1447,1447,جيل مثقف متفتح حسن ناس سادهالمحترمون,positive
1448,1448,حب رقاص راسي نجس يا انتخبوالعرص,negative
1450,1450,ده جانب والد الله رحم والد دوله بس اختار بط سوده,neutral
1451,1451,حلو ما تحرق مقر بقي حيبقي ده رد فعل تويبس بيعارضوا عنف رض,neutral
1452,1452,عيد ميلاد برادعي ثوره مصريه مر حظ حرج ثوره انتظر كثير سن طيب يا محمد ثوره مستمر,neutral
1453,1453,انتظار اعلان تحقيق راس اكبر نظام اقتصر فساد قياده صف,neutral
1454,1454,انتخبوالبرص مشكل,negative
1455,1455,اهطل صف شتيم,neutral
