,Unnamed: 0,tweet,sentiment
1871,1871,لاه وصل سن كره عيش اتولد ثانويهعامه علموناصح,negative
1873,1873,هوي عمل يريحو عمر سنهبيضا خرهعليدماغي,neutral
1875,1875,شعب سعودي خزان وقود انتظر عود ثقاب فقط بو عزيز تونس مؤكد الثوره كون باع,neutral
1876,1876,كره المقاله حلو اسلوب توصيل الفكره حلو ناقص بس شوي تاكيد المعنيبس الله انور,positive
1877,1877,قول كنت موجود تقول قنو مبار خلاص دهي ماش هينفع اكمل معي حوار دهي معذر ورب هدي حق,neutral
1878,1878,اخوان اختار رض الامريكان خلاص بانت زمان دهي هيعمق خلاف سلف ماش بعيد تلاقي بيعايروا سلف علاق امن,negative
1881,1881,عبدالمجيد,neutral
1883,1883,دهي زيت باسمعوده ارهاب يم دهي زيت الاستقرار عرف فرق,neutral
1885,1885,الجمعه حب ايام مصر احرار التقي شوارع موعد ترتيب هتف للحريه وللشرعيه خير مصر سقوط انقلاب,neutral
1886,1886,مستشار قضايا الدوله رفض تعديل دستور مؤكد نهو فتح باب فساد شهد شاهد اهلها,negative
1887,1887,المهمشه مدار العصور السابقه احتمال تكون القادمه,neutral
1888,1888,زار اوقاف مصر تمنع برهامي الخطابه جمهور مصر الشيخالعرص حزبالنور الانقلابالعسكر,negative
1889,1889,يحيقدريمخطط اخوان اكد خطر الدوله حزبالحركهالوطنيه المصريه تقرير,negative
1890,1890,طعم شعب غلب نفس خلص نائب عني بيقوللك قول يو دستور معيوب واحنا شال تلبس نتا بدا,negative
1891,1891,اعتبر الاسواني موقف شفيق حظ فخر تاريخ امتد فخر اولاد احفاد وقف صب مبار شف شعب اضطر مشير طرد,positive
1893,1893,زمن انقلاب قتل مسلم ملتحي مصر ارهابا حرب الاسلام استعطاف الاقباط,negative
1894,1894,صديق العزيزكخه دهي غاز نهضهالانجغه,negative
1895,1895,صحيح موقف رافض سجل مقال جريد وطن تصريح صحف اخر حق تظاهر سلم مكفول دوم,neutral
1896,1896,ايه يا لاد الوسخه ايه ثورهالانترنت تيايوساخه,negative
1897,1897,حلو ناس بتحبهم عمر ما هتقدر نس,positive
1898,1898,تصرف القاده نعم لاردوغان مصر,positive
1899,1899,وني خالد زين رئيس اللجنه الاوليمبيه صراخ تهديد شجاع زمن مرس خافي سلم جبن الاخلاق,negative
1900,1900,حرق دم الاخوان ادبح بدل خروف ثني نصر غلب,negative
1903,1903,ازهي عصور اللخفنه,negative
1904,1904,شهيد معتقل قتل تعذيب واعلان دستور اراده مرس قانون اردوغان لم اعترض خلع شعب مرس الاخوان مل,negative
1905,1905,سمعه كتير بس مر حسا فهم عرف انها حلو اوي كد اغنيه شير,positive
1906,1906,رغم مايظنونه انتصارا بدا اخوان حلفاء عصب جدا تحدث نخب معزول انهال شتم خوي مايشغلهم قمع خصوم,negative
1908,1908,شكر جزيل تعليق الجميله وي اعجب فيلم,positive
1910,1910,حشيش حلو مفيش كلام اهوالله,positive
1911,1911,سم امل حلي متع دنيا,positive
1912,1912,محمد سيف ليفربول بيمحطونك عدل تحرش,neutral
1913,1913,الليرافضينالسيسيرئيسبيعملوافولوالبعض اظل حكم مؤبد تقريب,negative
1914,1914,سقوط شهداء مشهد رجل المسحول الازال مرس محتفظ وضوء اصح صل تقبل الله مغموس دم سؤال فقهاء,neutral
1915,1915,اعتراف مبخفش حاج تخيل حقيق اهوالله,neutral
1916,1916,صدق مافي تاريخ حسن هيكل عمل اجل قطر علاقه قطر,neutral
1917,1917,اختلف حكومه العربيه حديث اسرائيل جن وسط صحراء كلام تافه اسرائيل عنصر استعمار وا,negative
1921,1921,ملف العداله الاجتماعيه ملف الابرز محارب الافكار المتطرفه,neutral
1922,1922,مصر حقيق هرم شامخ رفق شرف تواصل حق نسيان محال دعاء واجبكل انتمي خير مصر طيب حر امن,positive
1923,1923,كره عبد الله سعيد صانع الاهداف الثلاثه الماتش الاخير,positive
1924,1924,طلق اسم العدويه مدرس مغرب وحديقه بترك انقلاب طمس اشارتها خفي كبر مذبح تاريخ مصر,negative
1925,1925,الديمقراطيه سبيل وحيد انتقال نظام حال قمع حر نظام احمي حر شعب صوي كرام حان تغير,neutral
1927,1927,مبدا تهجير اقباط منازل حدوث توتر طائفي جريمه اضافه حق مواطن مصر صدق دول صدق الشرطه عاجز حمايه,negative
1928,1928,الاحداث شان ادخال بلاد فوض فتن طائفي دفع مجلس الاعلي اتخاذ قرار تعطل عمله,negative
1930,1930,مرحب خرفان سانتخبالسيسيومشهنزللمستواك,neutral
1932,1932,صمت صحف اعلام صحف احزاب سائل اعلام الخاصه خطوره تفعيل قانون طوارئ تقيد حر بل ترحيب,neutral
1934,1934,ارتفاع اسعار غاز سولار بنزين دواء غذاء مصر صدق السيسي نهو رفع دعم نهو عذاب ومعاناه انتخبوالعرص,negative
1936,1936,الامن والامان حكم عسكر صبح علا اضحوكمه عالم انتخبوالبرص,negative
1937,1937,خلي ولي,positive
1938,1938,تقرير نار الجزيره فضح علاق زير الداخليه بلطج صبر نخنوع,negative
1939,1939,استمر القياده المصريه الحاليه نهج وري تمرد ارهاب مصر,negative
1941,1941,عمر ما ساند هساند اخوان دهي قاطع الانتخابات عش متظبتالهم ما زل ثابت راي الانتخابات جاي قاطع,negative
1943,1943,تحالف الاخوان انتخاب الرئاسيه باطل لان مرس رئيس مصر ميدانالتحرير,negative
1944,1944,لفا مبروك للاخوان مبار فضل خوف بفزاعه الاسلامين تلاه سن ماخفناش انتمي حلفاء واجب غباء,neutral
1946,1946,نتا غالي بقال سن هوي زمالك الزمالكالافريقي,positive
1947,1947,ماش ممكن تكون صدف مر سرق اشاره بث مر خسر افريقيا مر ناس فرح خسار ريق,neutral
1948,1948,سوريافيالقلب وضع قلب عرب سوري يمن صومال مصر ليبي تونس بحر كويت بلاد عرب,positive
1949,1949,مار البلاهه الاخوانيه الفرحه حديث ضعف المعارضه غياب بديل سياسه استدعي خوف عني انفجار عشواء خطر,negative
1950,1950,مبروك مصر اهل مصر ابطال اشاوس محترم متعلم مثقف شعب مصر شعب راقي كلم الموحده سانتخبالسيسي,positive
1952,1952,بالنسبه ناس تقول انها هتحبكلو ضحكه بتعيط حضر ماش هسيبها عيط اصلا,neutral
1953,1953,وفي تضاد الاخر عاجز قادر موجود كتير نفس نادر صلاحجاهين,neutral
1955,1955,صباح نظر عيون قوم صباح,neutral
1956,1956,المراه النسبه بحر غرق تف اليومالعالميللمراه,neutral
1957,1957,شباب متاثر فكر وهاب حمل نوايا طيب حال قياد تاريخياتحالفت الفاشيه الدينيه عسكر دائم حدث,neutral
1958,1958,السيسي اكثرالمسؤلين مصر عهدمبارك مجلس عسكر زيارهلاسرائيل ولي قدم قراب حت يرضواعنه كنز الا,neutral
1961,1961,السيسيهايصالح حمد عز زين وهاياخد عيال اربي علشان تفرغ عيال تان الجيشقتلرضا حاميهاحراميها داخ,negative
1962,1962,باب الازهر دع قتال معارض انقلاب شف جهل بالقران اقصي درج شعر جهل حديث الجزيه اخر خبط,negative
1963,1963,اختار البطيخه الحلوه الجيدهايموشنموجب غردبمعلومه غردبصوره,positive
1964,1964,عيون ندا مالعالم خد,positive
1966,1966,محمد مرس فوز برئاسه جمهور مصر العربيه رئيس اختار شعب مصر نتمني توفيق سداد,positive
1967,1967,دري الحقراء الحقيقه اوباما واعوانه خالف دستور الاميركي صرف مساعد العسكريه مصر رغم انقلاب,negative
1968,1968,لودهجناناتجنن تشوف بيعاكس روح عمل اخوها,neutral
1969,1969,خلي مجنون,negative
1970,1970,الاعاده مرس شفيق واجب حمايه الثوره فرض عمل جبه طن واسع دعم الاخوان ضد نظام مبار فاسد دموي,neutral
1971,1971,قص كفاح حقيق شاب مصر محافظ فيوم رغم اعاقه تحدي ظروف محمد كيلاني محمود حميد اثناء طفول,positive
1972,1972,لماذا اخاف اسلامي الانتخابات المبكره كانو مطمئن قوه الشارعمصر استحق فرص ثانيهاقول قول استغفر الله,neutral
1975,1975,اتفرجوا اخوان عايزين ايه دستور مهزله,negative
1976,1976,عتد خالد داود صائح يا بتاع جبه انقاذ يا كافرفليصمت زياد بهاء دين رفاق حديث المصالحه رد حديث اصابع مصر,negative
1977,1977,عبر غضب بطريق سلم استعمال عنف استخدم اسرائيل ضد مستوي دولي جبي كوي رد قانون دبلوماسي قوه,neutral
1978,1978,خليكمصدق خليكمصدق الحكومه باع الاخوان زير مؤتمر محافظ مؤتمر خليكمصدق هاد الاخوان,neutral
1979,1979,صحف عالم تحدث دهش صمود عظم بسال مصر مواجه دموي انقلاب هت شعب احب بلد مصر نصر قادم شاء الله,positive
1981,1981,امسك فلول,negative
1983,1983,تشيلسي زعيم,positive
1984,1984,اكتبرسالهلشخصدونذكراسمه الله دري قلب معز مقدر وجي نفس واثق شيء انتهي,neutral
1985,1985,تويتكانكناشطايامحرباكتوبر الاسرائلين بيضربونا حدود يا منه برادع استايل,neutral
1986,1986,الاسواني توجه اصدقاء جبه الانقاذ سؤال واحدهل اراد الدوله الديمقراطيه اجل الثوره اراد,neutral
1987,1987,امريكا دفع مصر مساعد عسكر قتل انقلاب شعب عزاء للديمقراطيه حقوق الانسان,negative
1988,1988,ادعي قراء مقال رائع تب اصاحبي محمد يسر سلام شهورعن مغبه شيط ميدان اباخوان انقلب,positive
1989,1989,اعتقال وباء انتشر مصر حبس احتياط فيروس لاحق معتقل,neutral
1991,1991,فرق مغتصب تغريد رئيس مناسب عيدالعمال حارب عجل الله فرج,neutral
1992,1992,صور مفتي اخوان مسلم قرضاوي حاخام يهود طغا عرب انصافالاخوان,negative
1994,1994,نتا بض ياض,negative
1995,1995,الله خرب بيت اقتراح استيراد فحم امين اوقفوالفحم,negative
1997,1997,زملكاوي فخر ولي,positive
1998,1998,ودلوقتي اكتشف هيكل ناصر سلط وبيشرب سيجارطب مرس هيطير السعاده باه مد لقاء معي ساعي فاكر بيشرب كليوباترا,neutral
1999,1999,علاء الاسواني روي شباب الثوره لم عرف نفق اخوان سلفي انتخاب,negative
2001,2001,الاخوان سرق بلد باع مؤسس شركه ثروه للصهاينههل عقد صلح دول الصهيونيهل خنق,neutral
2002,2002,علشان ورد فتح جنائن مصر اسم ثورهيناير باسمرئيسالمصر انتخبوالعرص,neutral
2003,2003,ادين شد استمرار انتهاك اعتداء معتصم سلم مجلس وزراء,negative
2004,2004,منع الضيقه قلب مرتاح احتوي ضخ الغلا داخل دم هذي دنيا بها وافراح ليت فرح قضي زايد بيت الواتساب,neutral
2006,2006,استطاع خار شاطر اتصل حازم بوي اسماعيل طلب كاف ارهابه مصر شاطر موافق ارهاب ابواسماعيل الاجابه واضح,negative
2007,2007,كره خطاب ماكانش طائفي بيتكلم الاخوان جماع سياسه استخدم دين حد قول لاغراضهالطائفيه هاجم دين,neutral
2008,2008,انفولو بلال مرشح الكنيسه نصير دول فقيه ايوه الاتنين,negative
2009,2009,واضح شباب الاخوان رغم ذكاء مغسول دماغ تمام دع قراء كتاب بشر الاسلامي عرف انتهاز قادتكماقرءوا كتاب فهم,negative
2010,2010,وفاء الشهامه عفو قص روائع الحضاره الاسلاميه استمع حلق جديد حلق سم امل,positive
2011,2011,حلم وطن سعيد مبار مبار جديد شهيد شهيد جديد حسنيمبارك خالدسعيد,neutral
2012,2012,ضد ظلم اسم ثورهيناير باسمرئيسالمصر انتخبوالعرص,neutral
2013,2013,در شرف دين امراه الوشين مهن اخلاق طن حياء ملا ملاوا شوارع مصر شاشه تنقل مياد اخلاها جيش تصوير,negative
2015,2015,استخدام الكلمه مجند حديث جيش العثمانلي ود غالب فلاح ودي بتعتبر شتيم اصلكلمهمصريه لغهمصري,neutral
2016,2016,مصر توازن حل سياسه ابدا بالشفافيه المصداقيه وبحكومه انقاذ طن اجل استعاد امن تعافي اقتصاد دستور مصر,neutral
2017,2017,طغم انقلاب تورع اعتقال نساء ظاهر تجاهل جماع حقوق تقرير للجزيره,negative
2018,2018,كدبهابريل,negative
2020,2020,مضمون وحيد اعلان مرس دستور استبداد رئاسي مطلق مصر انقلاب مرعب الشرعيه وسياده قانون اغتيال كامل ديمقراطي,negative
2022,2022,انتخبوالعرص المفوضيه الافريقيه تقبل دعوه رفض حكام اعدام مصر مصر,negative
2023,2023,عيدالعمال استذكر ساهم ساعد وشي تشمت اظهر حقد كره تسبب فصل قراب موظف هنيء مزبله,negative
2025,2025,سؤالهل الاف جن بيوعد يهم صباح شباب مصر نفس عد يهم معزول راعي الارهاب سانتخبالسيسي حركهكايدينهم,neutral
2026,2026,تويتات جميل منسوب احق اخر اثار بلبل غن,neutral
2028,2028,مرس انقسام مصر واضح خطير فسطاط ادر ضروره تكون رئيس مصر حكم امان,neutral
2029,2029,الصوره منه تعليق اسطوره,negative
2030,2030,عني اخوان لوط ناس طاهر,neutral
2032,2032,ماحدش جبر حاج روح فيلم كويس قاطع وحش,neutral
2033,2033,اوعي تفكر تفكير خط حمر كاريوكي,neutral
2036,2036,معي يا ريس معي تحيامصر السيسيحبيبالملاين سانتخبالسيسي,positive
2037,2037,شوق ولد هدي كائن ضياء فم زم تبسم ثناء اللهم صل سلم محمد صحب سلم بكفيحصار اضبطواشركاءالمخلوع,neutral
2038,2038,فوائد الحاد مقال تب فتر شروق تعرض لمغبه تنفير دين يد تكلم باسمه,neutral
2039,2039,حلو ضحك عالم ايموشنموجب كارمنسليمان كارم محبوبهالعرب اربايدول بوم اخبار اخباري,positive
2040,2040,قرب تصور واحتمال كبير تلاقي بتاع الطعميه ترحم تقول ماكانش يابلال,neutral
2042,2042,القائمه الموحده الوسيله الانتخابيه الوحيده ابعاد شبح برلمان مفتت مصر احتواء خطر انتاج نظام قديم,neutral
2043,2043,اناحازم انصافالاخوانالثائرالبغل مرسيرئيسي سنحياكراما الديوثبرهاميوسانتخبوالعرص,neutral
2044,2044,بس اعلان فودافون جديد بتاع عمر دياب دا حوارايموشنموجب,positive
2045,2045,عيد فطر سعيد الله مصر والبشريه خير والحريه عدل تسامح,positive
2046,2046,مناصر الاخوانلا استحق مرس ابكي حظ فرط نقط دم اجل الكذاباتقوا الله بلد انفس,negative
2047,2047,اعتدي البلطجيه ابناء مبار ناس الاف فرد منا شاشه التليفزيون اعترف جريمه بيان قبض حت احق,negative
2048,2048,ممكن مكا تكون بتحب فسيخ بس عيال جوز ابوك عني ماش بيحبوه تكون نفس بس ماتكلوش عشانهم دي الامالمثاليه,positive
2049,2049,مصرالليله فياض انقلابي علو ما لم فعل كفار قريش عبر,negative
2050,2050,بلاش خيال مريض دهي وكفايه عداء كره للاخوان,negative
2051,2051,خلقجميل كرم,positive
2052,2052,لق ممثل مصري منافق وسي انقلاب ما استحق لعنه افتتاح مهرج مالمو سويد انها البدايه يا عبيد البياده,negative
2054,2054,باحضان يا غالي الجونه,positive
2055,2055,ما علاق احترام بسطاء ذكر الحقيقه الاميون احترم صات مواد عرف قراء مجد لام اعترف انها معوق,neutral
2056,2056,احترم برادع قف ضد اخطاءه مرصاد حن اتباع مرس متواطئ صمت الاخطاء جرائمعادل عبدالحميد,neutral
2057,2057,صرح عمر موسي نهو اتصل شفيق شكر كلام طيب اضاف موسي نهو ناقش تكوين ريق رئاسي شفيق شفيق وموسي وجه نظام مبار,neutral
2060,2060,اصدقاء رجاء قراء تعليق لاحظ دافع فكر وهاب شتم مجرد اختلف ما عد الاسلام,negative
2061,2061,نظر برجماتيه يم الليما عندوش قلب فهم بطن,negative
2062,2062,شعر حزن اثناء زيار للكنيسه تحدث معي عديد اقباط احساس ظلم واقع مصر,negative
2063,2063,دعا شباب مؤمن مبادئ وسط راغب المشاركه الفعاله تواصل استكمال الاستماره المرفقه,neutral
2064,2064,زعيم شعب البياده الثانويه زعيم شعب حر كبر جامع عالم,neutral
2065,2065,وفد تاسيس السيسي حزب اصاب لحي السياسيه خلل,negative
2067,2067,اخوان ذهب مهرول كون راعي مشروع امريكي فاشل المنطقه فاشل مشروع الامريكان فاشل طيور شكال اقعي,negative
2069,2069,اختشوا انشقوا راهن اطلاق ضمائر منتمي اخوان نطاعه سمع والطاعه قتلتهااراهن فقط بشر هيكتشفوا كذب,neutral
2070,2070,الاخوان عرف جيد نظام الجماعه الغي تفكير تمام مادمتم اعتبر تلبيس مرشد الاخوان حذاء شرف فهم ابدا,neutral
2071,2071,مرس رئيس هاشتاج انتخب العرص,neutral
2072,2072,نزل نايدك ومفيش حاج اتغيرت بق مسخ عالم,negative
2073,2073,زير البياده نائم داخل قرع مونديال القاهره الاقصر كذاب,negative
2074,2074,تعرض معسكر اخر قانون عزل واجهه فند زيف ري نفس تل عود نظام قديم هيم فصيل,negative
2075,2075,مؤتمر ناجح حزب وسط سويس كلم عصام سلط قاطع حضور تصفيق عد مر,positive
2076,2076,ما حجم اعمال شاطر تبلغ ثرا ما مصادر دفع ضرائب طبق نفس قانون طبق ساويرس تطبيق انتقاء قانون فساد فاحش,negative
2077,2077,السياسيه بها استقطاب حاد صات حمد ابو فتوح صات مرس شفيق واخرون كون معارض ديمقراطي,neutral
2078,2078,صبح حظ مرس فضل حكم لم كني هتم بقراءه سير قائد جماع حسن لبن قدر اهتمامه بقراءه سير نيلسون مانديلا,neutral
2081,2081,اخونا حبيب نور دين عبد حافظ خير حلو خبر مجزر فض بشر خير جديد سقوط انقلاب شاء الله,neutral
2082,2082,لودهجناناتجنن نزل شارع قفا قدام عرب عمل نكي بتربط كوتش طلع الموبايل وبص عمل نكي تدور عنوان بقا قابل حد سابك,neutral
2083,2083,الاماراتيونيعتدونعليسياراتالقطرين جبي كوي لاحرار ساحلعمان وقف ضد تصرف الطائشه محمدبنزايد مستشار دحل,neutral
2084,2084,تصويت جماع برعايه الاخوان داخل جان مدرس الحوامديه الاعداديه المشتركه تواطؤ القضاه مشرف,negative
2085,2085,جود الببلاوي فاشل ازداد معاناه مواطن مصر حادث قطار دهشور,negative
2086,2086,حاول عرف اسلام زي عامل نفس وصي ايمان خلق تكبر اسم نعم خلق,negative
2090,2090,شار وقف صامت بالاسكندريه دعا شباب مصر تضام ضحايا تعذيب وادانه ممارس,neutral
2091,2091,لماذا اراك شيء ارض بشر درب انتهاء انه خلق لهذالسفر اذاكنت هرب قول,neutral
2092,2092,خلقجميل حياء الرجوله,positive
2093,2093,مستشار طرطور مصطف حجاز حمد مسلماني تعارك علن فوز باكبر نصيب تورته انقلاب,negative
2094,2094,عمرره جاي متع حضر افرح اقول شقيق محب جان تتقطقون ياشيخ استح عمر نتا وي عمرهه طويلل,neutral
2095,2095,اسقط دستور جمهور مرس الاخوانيه,negative
2096,2096,محام متهم تفجير دهب متهم باسم عادل حبار اتهم الداخليه تنفيذ مذبح جنود دول بيكدبوا الكدب,negative
2097,2097,جري انتخاب نفس القضاه ضباط شرف تزوير نفس نائب احاله اعترض محاكم عسكر النتيجه معروف,negative
2098,2098,ارتقواو ماش هتشوفوا مختلف معي راي بقي حمار ماش بيفهم,neutral
2099,2099,قطع مواطن واحراق كنائس اعتداء اهالي شهداء مسموح كتب شاب ثوره حائط قدم محاكم عسكر وني عدل,negative
2100,2100,نفاق بديع,negative
2102,2102,امه محدد امه الايام عيدالام,positive
2104,2104,انقلاب اقترض بنوك اموال مصر تبخر كره تشوف مصر,negative
2105,2105,قفي ضد مواجه ارهاب مصر ارهاب السادهالمحترمون,negative
2106,2106,تحدث عزم مجاهد مبادئ اخلاق الرياض هاجم نجوما ساند حق والشرعيه والنهضه زمن ميس خسيس,negative
2107,2107,المراه سر توازن لحي سر جمال كون مصدر المحبه والرحمه عالم قوه اجمل افضل يومالمراه,positive
2108,2108,بلغ تدني حد وضع صور اسم حساب تويتر مزيف واستخدامها تطاول حبيب زوج خوض عرض تداول عبر مواقع جاد,negative
2109,2109,اسقط الثوره الحصانهالاخوان جهل جلب تعاطف اعضاء مجلس مبار عسكر متهم فساد صعب,negative
2110,2110,كلام ركيك منسوب اسئله نحي مبار نقل الفيس بو صفح شكر بواب اهرام حذف كلام,neutral
2112,2112,بلد وسخ المنصوره,negative
2113,2113,اوعيتنسي نوي حسن هدف صدق تسجيل دور الاردني,positive
2114,2114,مصر احرار شعب مصر عظيم حان ساعي اتحاد اعتماد نفس باد نقف وقف رجل ضد ارهاب داعم خارج,positive
2118,2118,عني مبسوط بيتقتلوا بهرج موضوع دهي جايز تكون فهم دهي متربص بس تربص معني واضح جدا,neutral
2120,2120,علن اللجنه عليا انتخاب نتائج استفتاء تحقيق انتهاك تزوير الاخوان استهان شعب مبار القي مصير,negative
2122,2122,مبار بيحكم شرم شيخ والسيسي حيحكم شارع باب انتخبوالعرص,negative
2123,2123,عيدالام امي امي يا جمل ما ابدا صنع دعوات سعاد انتهي,positive
2125,2125,تهميش مثقف نساء شباب مجتمع مدن تشكيل التاسيسيه تغليب حساب الضيقه احزاب المدنيه يم راي,negative
2126,2126,اعتداء همج محام قسم مدين نصر احتاج تدخل حاسم رئيس مرس تعهد حفاظ كرام المصرينايها رئيس نفذ تعهد,neutral
2128,2128,عيد قيام مصر خير,positive
2129,2129,تقسيم شعب مصر اخلاق احرار شرفاء متسامح مؤمن الشرعيه عكس بالاضافه جهلاء واغبياء انقلاب,neutral
2130,2130,خالدبنالوليد قتل رجل مسلم تزوج امراته نفس عد بطيخ,negative
2131,2131,الاسرار قرر الادلاء بها مذكر مطلوب حمايه سام عنان نفس ضباع نظام,neutral
2132,2132,عجب فصيل ادعي الاغلبيه الكاسحه عكر صفو برنامج اسبوعي يتعدي الساعهعايزين سلط معارض بقي معي,negative
2133,2133,انكار سالم عبد جليل صاحب تو قتل جيش متظاهر قن الجزيره اقوال ابرا الله ناس,negative
2135,2135,عصام سلط كتب فاجع,neutral
2137,2137,مايمرروهمهما عمل دستور دهي ماش هيعيشلانه ولد ميت باطل قود باطلدي قناع مؤمن باه,negative
2139,2139,مر مر عقد بتحبه اتقطع سهر طول ليل الام حب عش متزعلش سيدنالنبي السيدهعائشه حب,positive
2140,2140,ماش هنسي لاعب لبس تيشيرت زمالك عب علشان زمالك ماش علشان فلوس حب زمالك جمهور زمالك قلب,positive
2142,2142,مصر مرس مكمل انتخبوالعرص محاضر السعوديه تعليم العبوديه اسم دين اخر سحب ايباد,neutral
2143,2143,حشا قوه مقصر معي حق كلم شاد شباب خله تقابل الجمعه عشاء,positive
2145,2145,الحضيف جبان يرتوت تغريد اتهم عبدالله ارهاب حذف رتويت الارهاب,negative
2146,2146,مجلس انتقال ليبي كرم قن اون تي الفضائيه المصريه اعتبار فضل قن تغطي احداث ليبي,positive
2147,2147,طال غياب عني لاه معقول نسي ايه,neutral
2148,2148,طبيعه,neutral
2150,2150,انجاز الثوره اعظم فرض شعب طرف معادل لحي مصر ماك غايب الاف السنينواشاعه ياس سبيل سرق انجاز,neutral
2151,2151,استودع مر سقي حلو الهي,neutral
2152,2152,عبد منعم ابو فتوح الخلافه المنشوده عدل والمساواه والحريه مكافح فساد سياسه اجتماع,neutral
2153,2153,حاميهاحرميها الجيزه كفايه نور عني سفاح نتا حتنهبوا ايه,negative
2156,2156,ماحدش دع جيم اتنين اخوات بيتكلموا ماحدش دع,neutral
2158,2158,تواضروس كثر شهيد الاف مصاب لفا معتقل مسلم والاقباط مامن تام انقلاب شكا حقار,negative
2161,2161,توجد ثور تاريخ حقق اهداف استبداد استبداد انتهي دائم كارث يم دافع رئيس عطل قانون نيه طيب,neutral
2162,2162,يوسف لحس فيديو فضح ذب قن الجزيره كشف تمثيل الاخوان دور موت مصر,negative
2164,2164,الاخوان نزل علم مصر زار الزراعه طن طن عني,negative
2165,2165,قرداتي اخوان قرد بتاعه مات الجماعه بتجيب قرد استبن المعصره,negative
2166,2166,مبدئ عش اتفق مافيش حلي سمك مصر عاموالله سمك نيويورك بريطاني ترك مال لازم جنب سمكناعاش سمك,positive
2167,2167,الارسنالين دافع نقر صلا لمستوي حوم سبد ما عمر وصل مدرب محترم كبير قدير بس خلاص ياخي شي عمر رحل فاردز طس,neutral
2168,2168,حسنالخلق ستر كثير سيئ سوءالخلق غطي كثير حسن,neutral
2169,2169,انضح حمل السيسي حازمعبدالعظيم اتحدث,neutral
2171,2171,ماعنديش مانع تكلم فجر الخصومه,neutral
2172,2172,كلمهحلوه صرف ما جيب اتي ما غيب لحس نور وجه ضياء قلب اثر خلق مماراقلي,positive
2176,2176,بقال سن تقريب تويتر ضحك رئيس نشا حساب فهم ابعاد المؤامره اصحاب فكر,neutral
2177,2177,ما حدث اركان جريمه ضد الانسانيه فقط ضد مسلم ما حدث عار الانسانيه,negative
2178,2178,موتبغيظكالسيسيرئيسك عني عقل انتخب شعب مصر رئيس اقول جيش عظيم شهداء عسكر,neutral
2179,2179,اعتداء فن خالد يوسف بلطج بوي اسماعيل ادلي مرس جماع انتقل مصر الدوله العصابه اسقط سقط مبار,negative
2181,2181,امه ودع شيوخ البياده تحمل وزر قتل الابرياء مظاهره كالقتله تمام,negative
2182,2182,الجبهه القوميه للعداله والدمقراطيه اكد رفض تام للمشاركه فعال استهدف مرسيايا مسمي,negative
2184,2184,ذاتمومنت تتخانق ختا ماش عايزها زعق عش متصحيش باب حافظ هدوء عش الاكسجين,neutral
2185,2185,اتفق جدا عائل اسد قمع مستبد خلق دول امن اتضح خدعه المليشيات المسلحه كارث,neutral
2186,2186,علا نفس تحصل منظر حمد السيسي,positive
2187,2187,بلد ماش عايزانا وبتدينا قفا السكهشمال,negative
2188,2188,موقف الاسواني شفيق خور جداوهو موقف ثور شفيق صب مباركاذاكنت دعم شفيق تدعيم جمال مبار,positive
2189,2189,اوقفوالفحم مصر,negative
2190,2190,صبح بيجي بق حاسس انتصار ليل عدي وانا واقف انكسار ومابينهم عزيم قرار بتضيع اخر نهار وسطالبلد كراريب,neutral
2191,2191,ايام حلو الايام عمرودياب,positive
2192,2192,معرض كتاب عبار شباب كاشخين مسوين مثقف كاشخات مسويات مثقف بينما يبي يبي توقيع كاتب,neutral
2193,2193,عرف انقلابمصر يسقطحكمالعسكر الداخليهبلطجيه الحريه ايهاب عبد سلام جابر سن مصمم جراف البحيره,neutral
2194,2194,الله بارك وكي يا هند,positive
2195,2195,يابوب محتاجينك ارجعيابوب,positive
2196,2196,السيسيهايصالح وهيخاصم زي شفيق ما قتل اتقتل,neutral
2197,2197,جن فاروق ابوزيد مثال صارخ نظام واد حر كسر حاجز خوف,negative
2198,2198,عالم بيتجه تقليل منتظم مستمر اعتماد فحم مصر عايزه زاد اوقفوالفحم,negative
2199,2199,دعبد منعم بوي فتوح ندوه مكتب ضد خلط عمل دعوه عمل الحزبيفالمؤسسه تقوم,negative
2202,2202,ازمات مصر الحقيقيه تحلي بالمتاجره دين حديث تطبيق حدود والسياحه الشرعيه بل برامج تشريع تنفيذ محدد,neutral
2203,2203,اسرائيل حتل فلسطين لم اعتقل اسرائيل فلسطين ما اعتقل انقلاب مصر شهور انحطاط,negative
2204,2204,اعتراف ما زل حبا سيريلاك قمح ايموشنسالب,positive
2205,2205,محمدعليخير قرار رئيس عدليمنصور تحصين قرار الحكومه طعن قضاء موفق مساءالخير,negative
2206,2206,خريجاتجامعياتقديماتعاطلات ظلم حرم طموح قهر معلم,negative
2207,2207,اراد فلول برلمان منع اسلام الاغلبيه منافق بعيد الديمقراطيه تجبر احترام اراده شعب اختلف,neutral
2208,2208,كثير اقول عني ماش غضب سب السيده عائش عني انتو رض هتزايدوا نبي لم فعل مافعلتموه دناءه بمن اذي بيت,negative
2209,2209,نمر احداث دعا جنون جهاد حقيق احتفظ قلب مشتعل عقل بارد,neutral
2210,2210,اعلان دستور صادر مرس خطاب تمكين هتلر السادهالمحترمون,negative
2211,2211,المفاصله شعوب العربيه طغاه الفاشين اسد السيسي حرب جود حدود مجال حلول وسط تلاقي,negative
2212,2212,لازم انتخب امان واجب طن انتخب شعر حق الملكيه بلدكعمرو خالد,positive
